text,vote
“但继母嘴上这么说着，心里却气得面孔发白。”,-1
我们在这儿同样可以得到好的东西。,1
国王的母亲受到了审判，被塞进了一只装着沸油和毒蛇的大桶,-1
“我真不愿意生些闲气，可是我却生了闲气了。”,-1
妻子在生命最后时刻，对未来充满担忧和不舍。,-1
王后在带着孩子逃亡中，经历无助与痛苦。,-1
她现在快要飞进这些教堂，但是它们都变成了一行帆船，浮在她的下面。,0
他每天每个钟头要换一套新衣服。,0
国王多次以生命威胁忠实的费迪南，要求他完成危险任务。,-1
裁缝乐观积极，即使在困境中也保持愉快的心情。,1
忠心耿耿的亨利因主人幸福而欣喜若狂。,1
青蛙爬到床边，小公主勃然大怒，把青蛙摔向墙壁。,-1
孩子“悲伤”因缺失父亲而表现出冷淡与不信任。,-1
小女儿清晨醒来，发现屋内华丽的陈设。,1
男孩因放走野人害怕挨罚，感到恐惧。,-1
小鸟在父亲家中演唱，引发家人的不同情绪反应。,0
国王将石像安置在卧室，日日哀悼。,-1
“我永远也报答不完！你将会恢复健康的，你将会活下去！”,1
那只蚂蚁就受到惩罚，戴上了一个口罩，并且永远被隔离开来。,-1
意德妹妹成了一个农人的妻子。这对我们的父亲说来是一个严厉的考验！,-1
“人们带着阴郁、沉重、几乎生气的神情来望着春天的太陽。”,-1
小女儿勇敢地面对父亲与狮子的约定，安慰父亲并主动前往城堡。,1
年轻骑士赞美两只眼的美貌，表示想要报答她。,1
鞋匠多次陷害裁缝，意图置其于死地，暗藏恶意。,-1
“必须把两个孩子给扔了！这次咱们可以带他们到更远的森林中去。”继母说。,-1
他在姑娘的帮助下，得到了国王的信任，成为一名开路骑士。,1
王子“悲伤”因失去父爱，产生困惑和不解。,-1
公主在欣赏金制工艺品时，毫无察觉船已起航。,0
这儿是多么香啊！这儿是多么美啊！,1
王子的魔法触发，变成白鸽，夫妻被迫分离。,-1
小王子踏上寻找生命之水的旅程，展现出勇气和责任感。,1
汤姆劝父亲接受陌生人的交易，表现出对自身能力的信心。,1
礼仪官因欺骗被国王处以极刑，最终为自己的贪婪付出了代价。,-1
老巫婆命令：“管他是胖是瘦，明天我一定要杀了汉赛尔！”,-1
忠实的费迪南救了奄奄一息的鱼儿，获得了一支神奇的笛子。,1
鼓手尝试攀爬玻璃山，但每次都失败。,-1
拉斯廷多次因挥霍无度而陷入贫困，再次经历物质匮乏的痛苦。,-1
兄弟三人重聚，小王子分享冒险经历，气氛一度融洽。,1
国王听到这里，再也无法克制自己，他朝她跑去，说，你肯定是我亲爱的妻子。,1
国王派兵镇压老三，战争带来破坏与流血。,-1
忠实的费迪南遇到不忠实的费迪南，两人结伴旅行。,0
门一打开，国王便走了进去，看到屋里有一位他所见过的最美丽的姑娘。,1
小天使们日夜陪伴，让她在天堂中充满欢笑。,1
在他们下面，响起了一片从沉沦了的城市的教堂里所发出的钟声。,0
青蛙不再是什么青蛙，却一下子变成了一位王子。,1
船触到了海底上的一个巨大的石礁，接着它就像池塘里的一只破鞋似的沉到水下面去了。,-1
太陽每次照在她脸上时，都对她的美丽感到惊诧不已。,1
拉斯廷依靠圣彼得教的方法，尝试复活另一位公主。,0
他们吃得很少，可是酒喝得很多；这造成一种欢乐的气氛。,1
“不然他就得死。”,-1
两个哥哥因害怕被惩罚而逃亡，最终下落不明，结局悲凉。,-1
许多年已经过去了，那个小孩子已经长大成人，长成了一个像他父母所期望的有能力的人。,1
一天晚上，一个难看的癞蛤蟆从窗子外跳进来，抓走了拇指姑娘。,-1
绞刑架前，忠实的约翰被误解，面临死亡。,-1
公主每日面对法拉达的马头，痛苦中诉说思念与不公。,-1
这家伙是一个非常有礼貌、非常有教养的老猫头鹰。,1
父母对汤姆的聪慧感到骄傲，汤姆也满怀自信应对陌生人。,1
他把我关进一个笼子里——一部踏车里去了。,-1
国王痛哭道：“天哪！我竟以这种忘恩负义的方式对待你。”,-1
“那是多么美啊！”小孩子说。,1
圣彼得为拉斯廷老兄施展魔法，使他背包具有神奇力量，让他能随心所欲获得物品。,1
敌人的马匹在古老的坟墓上践踏。,-1
渔夫整天在海边钓鱼，独自发呆。,0
录事觉得自己头脑非常清醒，觉得眼前的一切都很美好。,1
那假新娘也为她所做所为付出了代价，最后被砍掉了头。,-1
“这是因为我太丑了！”小鸭想。,-1
国王站在楼上的窗口前，眼泪汪汪地看着。,-1
“这真是我一生中最可怕的时刻。”司法官感慨道。,-1
公主发现自己被带上船，惊恐万分，大声尖叫。,-1
“鬼火进了城！他们在猖狂作乱！”沼泽女人警告道。,-1
他现在坐在牢里了。嗨，那里面可够黑暗和闷人啦！,-1
他每天晚上对我讲那么美丽的故事和给我图画看。,1
我给你一张庞贝城的图画吧。,0
兄弟重逢后因误解，弟弟因嫉妒错误地杀害了哥哥。,-1
忠实的费迪南使用笛子召唤鱼儿，成功找回落水的笔。,1
于是他在这清亮的蓝水底下不见了。,-1
鼹鼠带她们参观地道，并在里面发现了一只冻死的燕子。,-1
在这儿没有使路过人可以刻上自己名字的路碑，也没有使人可以写上自己的名字的石壁。,0
他所问到的每一个人都有自己的一套故事。,0
弟弟进入城中，得知公主被恶龙威胁的消息，决定挑战恶龙。,1
“游历是世界上最快乐的事情！”,1
“我从来没有感到像现在这样健康和愉快过！”这位年轻的艺术家说。,1
在一个叫做格林达瓦尔得的小小山城旁边，有两条这样的冰河。,0
裁缝和儿子们团聚，共享欢乐的家庭生活，生活充满幸福和满足。,1
王子不停地恳求，甚至哀求。,-1
冰块在溪流中漂浮，被冲向远方。,0
农妇被小裁缝少量采购气得嘟哝离开。,-1
裁缝在国王的任务下多次完成不可能的挑战，表现出智慧与勇气。,1
蚂蚁皇后的数目是第一号。,0
忠实的约翰变成了一块没有生命的石头。,-1
王后第三次说：“没有，我没有打开那扇门。”,0
老婆婆帮助女孩完成池塘的任务。,1
他从小窗的铁栏杆里望见许多人涌一出城来看他上绞架。,-1
小人鱼丧失声音，成为无助的哑巴。,-1
最终，王子揭示了真相，让公主学会珍惜。,1
母亲与姐妹们无法接受两只眼的成功，更加嫉妒和恶毒。,-1
他直向床前走去，用斧头在他老祖母的头上砍了一下。,-1
小裁缝轻松完成每项挑战，并每次独自行动。,1
“愿你今晚睡得平安。”,1
国王带着妻子和儿子回到王宫，全城欢庆。,1
空气是意外地新鲜，云彩是那么美丽，花木发出多么香的气息！,1
“他现在停不下来了！因为如果我们让他停下来的话，他就会倒在大路上死掉了！”,-1
他通过不断交易，获得帽子和号角等强力物品。,1
男人对女儿说：“这只靴子的底上有个洞。你把它拎到阁楼上去挂起来。”,0
“它们要到最富丽堂皇的地方去！”,1
国王对忠实的费迪南的忠诚和能力感到满意，给予信任。,1
在这个穷家孩子的心灵里藏着一个金黄的宝贝。,1
乡间有一个古老的庄园，它有红色的墙和尖尖的山形墙。,0
渔夫感到无奈，不得不听从妻子的要求。,-1
姑娘带着满满一篮草莓回家了。,1
樵夫一家团聚后，对汤姆更加珍爱，再也不愿与他分离。,1
熊击倒小矮人后变回王子，揭示王子的真正身份。,1
于是他们互相亲一吻着，从此生活幸福又美满。,1
小矮人被熊追击时向熊求饶，暴露其自私的本性。,-1
姐妹俩在森林中睡觉时受到天使的保护，免于坠入深渊。,1
“他现在再也不能唱什么了！”鼹鼠嘲笑死去的燕子。,-1
“这时，他们听见四周的墙壁正在嘎嘎作，转头一看，原来这间小屋已变成了一座华丽的宫殿。”,1
“女孩马上开始干活，眼泪却又流了下来，滴进池中。”,-1
她的女儿是年轻和美丽的——是三朵迷人的花：玫瑰、百合和淡白的风信子。,1
棺材被撞了一下，那块毒苹果突然从她嘴里吐了出来，白雪公主马上醒了。,1
人们指责王后是吃人的恶魔，要求对她进行审判。,-1
汤姆遭陌生人收买，与父母分别，令人心生不舍。,-1
在过河时，他差点因固执和拒不承认偷吃羊心而被水淹没。,-1
“再会吧，您，光明的太阳！”她含泪向温暖的世界告别。,-1
洛狄第一次听到人们谈起法国和伦河上的那个大城市里昂。,0
姐姐对它说，但是你晚上一定要回来，而且还要讲那句暗语。,0
城堡主人感激拉斯廷，送给他丰厚礼物，并愿意终身供养他。,1
最终，新娘与王子在满朝文武见证下完婚。,1
我在他胡子里爬；他还把我叫做他的亲爱的朋友。,1
她猛地用力将带子拉紧，白雪公主便被勒得透不过气来，很快失去知觉倒在了地上，就像死去了一样。,-1
新娘对少女玛琳说：“如果你不听我的话，我就要你的命。”,-1
森林里到处都是号角声、狗吠声和猎手们的欢笑声。,1
矮人最终面对熊的威胁，表现出绝望与恐惧。,-1
小王子最终被公主和父亲接纳，迎来幸福的新生活。,1
她说她感到非常愉快。,1
木匠带着小餐桌归家时，发现它被换成了普通桌子，感到羞愧和失望。,-1
王子的仆人亨利扶着主人和王妃上了车厢。,0
老奶奶耐心倾听少年，决定帮助他完成任务。,1
忠实的费迪南依靠白马和笛子，成功完成国王的任务。,1
“你喜欢要有多少钱就可以有多少钱了。”,1
“母亲是多么伤心啊！”,-1
他还能生动地记起，童话曾经以种种不同的姿态来拜访他。,1
你带回来的姑娘是个穷要饭的。,-1
小王子解救公主，解除了她的魔法，二人喜结连理。,1
他在愉快地笑。他是一个好父亲，一个正直的人。,1
小公主重又见到了自己心爱的玩具，心里别提有多高兴了。,1
但白雪公主还没有长大，她的王后妈妈就死去了。,-1
父亲、玛杰丽从小鸟的歌声中逐渐感受到幸福的转变。,1
雾是又冷又潮湿；她的手和面孔也是由于恐怖而变得又冷又潮湿。,-1
她哭起来，同时痛苦地扭着双手。,-1
他们都是畸形的人。,-1
金苹果树奇迹般长成，但只有两只眼能够摘到果实。,0
小鹿在围猎中被射伤，蹒跚着回到家中。,-1
黑夜到来了，空中充满了一种时刻在扩大的呼啸。,-1
“给我把白雪公主抓到大森林里去，我再也不希望看到她了。”,-1
国王说，它可以永远呆在你的身边，而且什么也不会缺少的。,1
小公主的金球掉进水潭，哭得伤心极了。,-1
农夫把酒喝了，非常愉快。,1
王子为了追求真爱，不畏困难，决心求婚。,1
炮弹把血肉炸成碎片。,-1
恶魔持续操控事件，试图破坏王后和国王的幸福生活。,-1
金龟子听从其他金龟子的嘲笑，最终抛弃了拇指姑娘。,-1
老奶奶同情并帮助少年，变他为蚂蚁以保护他。,1
“上帝也会为此而感到骄傲！”国王高呼。,1
癞蛤蟆说：“这是我的儿子；他就是你未来的丈夫。”,0
王子最终找到灰姑娘，让她试穿舞鞋，鞋子刚好合脚。,1
白雪公主和王子结婚后，美满的生活充满了欢乐和幸福，他们一辈子都快快乐乐地在一起。,1
尽管他知道在那荒无人际的大森林里，她十有八九会被野兽撕成碎片。,-1
大女儿和二女儿被老人投入地窖。,-1
他觉得生命的花这时在他的心中开放了。,1
实习医生因栅栏事件而头痛不已，回忆着前一晚的尴尬。,-1
“愿上帝保佑，这些果酱能给我带来好胃口。”小裁缝开心地说。,1
公主失去护身符后，侍女趁机控制局面，伪装成公主。,-1
王后回忆国王责罚小女儿，将其逐出家门的情景。,-1
小男孩复活，全家团聚，重拾幸福生活。,1
小矮人在鹰爪下大声尖叫，显现其无力与惊恐。,-1
日子在日常生活中，在梦里，一天一天地过去！,0
小屋的墙壁是面包做的，房顶是蛋糕，窗户是糖块。,1
老三在森林中饥饿难耐，几近绝望。,-1
风真是够猛烈的；人们简直可以被它刮起来。,-1
公主对男孩产生进一步的好奇与关注。,1
国王的贪婪导致他最终落入船夫的位置，受到惩罚。,-1
癞蛤蟆把拇指姑娘放在睡莲的叶子上，当作她的新家。,0
少女被允许参加姐姐的婚礼，带来短暂的家庭团聚。,1
富哥哥计划通过食用金鸟的心和肝获得财富，但计划失败。,-1
他的病是带有传染性的，因此除了那个木鞋匠的女儿约翰妮以外，谁也不到这个裁缝的家里来。,-1
鸭子、蜜蜂和马驹相继报恩，帮助裁缝完成任务。,1
兄弟三人决定积极面对困境，勇敢地踏上寻找好运的旅程。,1
渔夫与妻子在新别墅中生活，感到生活有所改善。,1
新妻子带着两个女儿来到家里，家庭成员发生变化。,0
他们常常为这些艺术家做模特儿的两个年轻的罗马姑娘也参加他们的跳舞，参加他们的欢乐。,1
渔夫恐惧地描述海上的恶劣天气和海水恶臭。,-1
国王因误信恶魔伪造的信件，陷入深深的愧疚与痛苦。,-1
少年经历危险，见识到地狱的恐怖景象。,-1
他的心里充满了幻想，但却充满了痛苦。,-1
那位公主走出她的铜宫，做了王后，感到非常满意。,1
山上布满了岩石和泥土。,0
“猫头鹰一毛一骨悚然地乱叫，大女儿害怕极了。”,-1
森林里的动物亲近她们，体现出人与自然和谐相处的温馨画面。,1
第二天早晨，孩子失踪的消息在宫中传开。,-1
小人鱼因不能讲话，感到孤独和悲哀。,-1
“他们不愿再呆在玻璃山上了，于是公主便对鼓手说：‘我只需转动一下我的如意戒指我们就能到家了。’”,1
现在他妈妈把他的衣服脱掉，送他上一床去睡，同时叫人把开水壶拿进来，为他泡了一杯很香的接骨木茶。,1
青蛙蹦蹦跳跳地进了门，然后跟着小公主来到座位前。,1
小矮人多次对姐妹俩的帮助表示不满和不敬。,-1
他们一个个喜出望外，搂着她的脖子，亲吻她，真心实意地爱她。,1
你看，风是怎样在天上把云块像一群羊似地驱走！,1
裁缝与鞋匠结伴同行，展现友谊的开始。,1
洛狄的眼睛射出愉快的光芒。,1
二儿子在磨坊学成，得到一头会吐金币的金驴。,1
“你得还这笔债！”大克劳斯把车子赶上了大路以后说，“是的，小克劳斯，你得还这笔债！”,-1
在欢呼和歌声中，大家带着胜利的绿色*花圈回家了，因为战争已经结束，和平已经到来了。,1
小鱼们帮助拇指姑娘，让她的叶子顺着水流远远漂走，避开了癞蛤蟆。,1
接骨木树妈妈在树上点点头，跟大家一起喊着：“好！”,1
铁箍从亨利的胸口一个接一个地崩掉了，象征着他的心从悲痛中解放。,1
公主因母亲的咒骂，起初对王子怀有怨恨。,-1
风能像折断脆弱的芦苇一样把树木折断。,-1
她在屋顶上等待了一整天。,0
礼仪官为了自己的利益，不择手段谋害猎人并胁迫公主。,-1
“喂，伙计，这一手还行吧？”小裁缝对巨人展示自己的机智。,1
王后与国王幸福地生活在一起，直到白发千古。,1
洛狄站在溪边，看着溪水流过。,0
国王和她一起回到宫中，并立刻举行了婚礼。,1
鼓手返回家中，与多年未见的父母团聚。,1
小王子被哥哥们背叛，生命之水被掉包，导致父亲误会。,-1
小姑娘在荒野中醒来，发现自己被荆棘围困。,-1
国王设计让王后误杀少年，显示出他的冷酷无情。,-1
他感到身体里有某种崇高、神圣、高超、伟大和善良的东西。,1
儿子健康成长，聪明伶俐，深受父亲喜爱。,1
男孩因想取回自己的金球而被铁汉斯带走。,-1
王子以牧猪人的身份考验公主的耐心和真心。,0
他觉得他现在第一次认识了自己，找到了真理和和平的道路。,1
“他很想把东西全都放下，可是老太婆不让他这么干。”,-1
卫兵在最后一天的追赶中刺伤了男孩的腿，揭示其金发特征。,-1
老三追求的不仅仅是财富，他对未知的幸福充满信心。,1
姑妈永远不愿意把他的话传达给任何人听。,-1
圣彼得用魔法复活公主，让国王一家重获幸福。,1
王子面对巫婆的三个难题，心生忧虑。,-1
他们面前现在出现了新的深渊。,-1
这里的居民靠打猎和放牧为生。,0
这里有许多原始森林，长满了赤杨。,0
王子与他人订婚，女孩因失信的王子而心碎。,-1
“比得已经长得比鼓还大了，”他说，“比得要比我还大了。”,0
姐姐们为试穿舞鞋，不惜切脚趾和削脚跟，忍受剧痛。,-1
樵夫夫妻为没有孩子感到孤独与遗憾。,-1
不过从蛋壳里爬出的那只小鸭太丑了，到处挨打，被排挤，被讥笑。,-1
目所能及的城市和村落都已成了焦土，还有大量的土地早已荒废。,-1
每一朵花里的小精灵都为她送上了珍贵的礼物，其中最好的是一对可以飞翔的翅膀。,1
两人在森林中选择不同的路径，展现冒险精神。,1
执事从钟楼摔下，腿断了，发出痛苦的呻吟。,-1
鼓手意识到自己的失误，重新承认公主为自己的新娘。,1
继母和她的女儿抓住王后，把她从窗口扔进河里。,-1
他越看我的旅行杖，他就越感到高兴。,1
他们在老柳树旁边停下来。,0
国王多次违背诺言，反悔不想兑现奖励。,-1
女人成了她继女的死敌，对她一天坏似一天。,-1
她最大的愉快是听些关于上面人类的世界的故事。,1
他看到那个不朽的形象，他似乎觉得自己的视线不纯洁。,-1
老大在银山前停下，认为这就是他的好运。,1
他梦见皇帝的马死了，梦见甲虫先生得到了马儿的金马掌。,0
母亲与姐妹因嫉妒而杀害了帮助两只眼的小羊。,-1
